Ticker,Sector,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Total Cash Per Share,Total Debt/Equity,,0
RVR,Materials,35310,28790,NA,NA,NA,3605.95,3.64,2955.76,-10,0.02,NA,,
ROG,Energy,2430,1710,NA,NA,NA,13.46,NA,10.95,-2.29,0,NA,,
RCP,Materials,2340,1610,NA,NA,NA,NA,0.5,NA,-1.36,0,0.27,,
RDF,Technology Hardware & Equipment,54270,71820,NA,NA,NA,0.49,0.46,0.64,4.87,0.1,14.97,,
RFX,Capital Goods,82440,56480,NA,NA,-10.47,426.07,8.75,403.42,-7.14,0.02,NA,,
RDH,Consumer Services,42290,35920,8.48,NA,NA,1.97,3.7,1.68,9.94,0.22,1.12,,
RDS,Materials,NA,1470,NA,NA,NA,NA,0.26,NA,-0.99,0,NA,,
REH,Capital Goods,3590000,3700000,24.93,21.43,NA,1.78,4.08,1.87,14.24,0.56,22.42,,
RLC,Materials,NA,462.62,NA,NA,NA,8.29,8,6.72,-0.8,0,NA,,
RCT,Consumer Services,166830,162860,27.69,NA,104.69,7.19,11.92,7.13,9.71,0.09,20.74,,
RGP,"Food, Beverage & Tobacco",6600,5810,19.67,NA,NA,1.17,1.46,1.01,19.06,0.01,NA,,
RER,Materials,13670,10620,NA,NA,NA,184.47,3.1,156.16,-4.98,0.01,30.32,,
RGU,Energy,1010,809.02,NA,NA,NA,71.54,0.6,57.07,-2.69,0,NA,,
RGS,Pharmaceuticals & Biotechnology,38640,23940,NA,NA,NA,14.72,4,9.76,-2.42,0.03,7.16,,
REX,Transportation,107740,124970,13.49,NA,NA,0.43,0.56,0.5,4.39,0.2,20.69,,
REG,Health Care Equipment & Services,1640000,1570000,NA,28.74,2.12,3.85,8.87,3.67,22.53,0.24,NA,,
RRL,Materials,579750,604280,NA,5.04,0.24,1.4,1.57,1.45,4.25,0.02,5.44,,
RNS,Materials,17150,14400,NA,NA,NA,186.68,0.78,149.75,-2.63,0.01,NA,,
RNU,Energy,2770,1480,NA,NA,NA,68.78,0.59,37.1,-1.79,0,NA,,
RHS,Pharmaceuticals & Biotechnology,9200,5410,NA,NA,NA,52.17,4.71,34.37,-2.52,0.03,NA,,
RMD,Health Care Equipment & Services,10890000,10320000,31.3,28.63,1.91,6.58,7.02,6.29,21.07,0.62,29.98,,
RSG,Materials,189150,323670,NA,4.21,-0.26,0.39,0.44,0.6,-1.34,0.02,28.69,,
RHT,Health Care Equipment & Services,18070,15870,45,NA,NA,7.09,4,6.38,31.44,0.01,NA,,
RBX,Materials,NA,744.75,4,NA,NA,0.14,1,0.12,0.33,0,47.36,,
RDG,Commercial Services & Supplies,13260,35050,NA,NA,NA,NA,1.05,NA,NA,0.03,355.51,,
RES,Energy,41560,31270,NA,NA,NA,30.65,0.21,23.06,-8.64,0.07,13.45,,
RMI,Materials,5910,6500,NA,NA,NA,429.58,0.5,509.99,-6.21,0,17.54,,
RSL,Energy,4740,2930,NA,NA,NA,NA,NA,NA,-5.02,0,NA,,
REZ,Energy,7670,5090,NA,NA,NA,NA,NA,NA,-17.48,0.01,16.61,,
RFG,Consumer Services,896150,1120000,19.57,13.1,0.8,14.14,2.33,17.66,17.22,0.24,54.26,,
RVA,Health Care Equipment & Services,174610,199670,NA,NA,NA,NA,NA,NA,-10.88,0.06,NA,,
REF,Telecommunication Services,11680,5800,6.25,NA,NA,1.23,1.38,0.59,1.93,0.06,NA,,
RWD,Materials,93820,90920,NA,NA,NA,397.67,4.14,383.12,-107.98,0.04,NA,,
RXH,Software & Services,39350,30830,NA,NA,NA,407.25,16.47,386.59,-8.21,0.02,NA,,
RXM,Materials,27560,12700,NA,NA,NA,2388.96,0.15,1058.53,-2.55,0.06,NA,,
REY,Energy,74810,68720,NA,NA,NA,7960.27,2.14,6871.94,-43.85,0,NA,,
RNO,Pharmaceuticals & Biotechnology,21580,16630,NA,NA,NA,53.27,2.29,42.11,-3.14,0.01,NA,,
RHP,Software & Services,219120,214990,825,27.5,NA,2.38,6.3,2.4,157.61,0.05,NA,,
RIS,Transportation,5660,-6190,3.91,NA,NA,1.81,0.33,-1.98,-6.57,0.19,NA,,
RIC,"Food, Beverage & Tobacco",357070,417540,19.02,14.5,1.26,0.4,1.59,0.47,10.89,0.04,28.68,,
RIE,Materials,1510,1030,NA,NA,NA,NA,0.77,NA,-1.96,0,12.45,,
RVY,Materials,11440,7020,NA,NA,NA,NA,0.66,NA,-8.94,0,NA,,
RIM,Materials,11900,10590,NA,NA,NA,62.3,1,52.29,-20.42,0,NA,,
RIO,Materials,104410000,118880000,16.24,18.1,-1.99,2.2,2.27,2.49,6.83,6.8,45.93,,
RMT,Materials,3650,3270,NA,NA,NA,NA,NA,NA,-3.26,0,120.56,,
RMG,Materials,5010,5800,NA,NA,NA,172.65,0.4,199.82,-3.86,0,NA,,
RNI,Materials,7510,24130,NA,NA,NA,NA,0.38,NA,-4.72,0,92.94,,
RNY,Real Estate,77050,88040,NA,NA,NA,1.57,0.55,1.78,NA,0,3.64,,
RXL,Materials,21260,18320,NA,NA,NA,421.01,6.25,363.14,-2.64,0,NA,,
ROY,Materials,3890,2120,NA,NA,NA,500.81,0.34,273.14,-1.13,0.01,NA,,
RWH,Commercial Services & Supplies,194820,317790,12.34,11.47,-7.48,1.24,1.31,1.97,6.79,0.05,89.93,,
RCO,Materials,10540,6830,NA,NA,NA,10.85,0.84,7,2.99,0.08,NA,,
RTG,Materials,95990,94120,NA,1.66,NA,4701.63,0.98,4424.51,-19.57,0.06,NA,,
RRE,Materials,7840,4590,NA,NA,NA,11.9,25,10.05,-5.46,0,NA,,
RBR,Materials,4470,3280,NA,NA,NA,NA,4.5,NA,-7.46,0,NA,,
RUB,Commercial Services & Supplies,5980,16030,NA,NA,NA,0.03,NA,0.08,10.7,0.02,NA,,
RFL,Software & Services,62260,56810,NA,17,NA,1.63,0.87,1.6,-10.97,0.03,11.16,,
RUM,Materials,24290,22590,NA,NA,NA,NA,0.51,NA,-11.59,0.01,NA,,
RTR,Materials,12950,8500,NA,NA,NA,65.6,1.79,54.61,-14.45,0.01,NA,,
RUL,Commercial Services & Supplies,102150,73740,NA,14.37,-0.59,1.74,1.73,1.26,-36.22,0.12,NA,,
RFF,Real Estate,149980,232440,4.73,12.61,NA,5.76,0.95,10.28,14.64,0.01,76.11,,
RHL,Retailing,290550,382060,18.2,12.5,0.81,0.19,1.36,0.25,8.58,0.1,48.72,,
RTA,Materials,35210,71520,NA,NA,NA,8.38,NA,17.33,-9.87,0.04,NA,,
RXP,Software & Services,54970,41670,8.51,8,NA,0.76,0.61,0.6,4.93,0.08,NA,,
SBR,Materials,3400,1550,NA,NA,NA,11.79,0.12,5.37,-1.94,0.01,NA,,
SRH,Capital Goods,4000,6240,NA,NA,NA,0.26,0.6,0.41,33.46,0.03,49.54,,
SAI,Commercial Services & Supplies,887280,1160000,24.22,13.97,1.25,1.66,2.37,2.16,12.03,0.28,72.44,,
SLM,Commercial Services & Supplies,119390,102140,NA,15,7.08,0.25,0.97,0.22,13.13,0.42,33.29,,
SSN,Energy,22700,34320,NA,NA,NA,1.63,0.57,2.46,7.75,0,38.89,,
SFR,Materials,804900,906140,10.64,6.76,0.57,1.46,2.57,1.66,4.28,0.29,42,,
SNC,Not Applic,33210,589.39,17.5,NA,NA,10.3,0.92,0.19,NA,0.94,NA,,
SMI,Materials,2930,1750,NA,NA,NA,NA,0.19,NA,-14.17,0.01,NA,,
STO,Energy,7940000,15340000,NA,12.97,1.5,1.94,0.83,3.8,8.58,0.79,87.67,,
SAR,Materials,356750,348800,112.5,5.62,0.08,1.72,1.67,1.58,8.25,0.04,6.17,,
SND,Capital Goods,51460,30550,8.19,NA,NA,0.85,2.74,0.51,3.21,0.26,NA,,
SYA,Materials,NA,-278.08,NA,NA,NA,14.09,1,-4.76,0.57,0,NA,,
SCD,Technology Hardware & Equipment,9130,4220,24.76,NA,NA,0.79,0.72,0.36,6.63,0.38,15.82,,
SCG,Real Estate,20500000,33960000,2.32,16.74,3.93,9.35,1.25,15.69,27.34,0.04,82.09,,
SFC,Automobiles & Components,70170,116610,20.88,NA,NA,0.44,0.98,0.76,7.54,0.68,75.39,,
SIE,Pharmaceuticals & Biotechnology,5520,77120,NA,NA,NA,0.23,NA,3.24,21.02,0.01,NA,,
SGZ,Materials,18170,17920,NA,NA,NA,976.77,1.23,1046.6,-13.4,0,5.65,,
SDI,Health Care Equipment & Services,64780,71000,9.91,NA,NA,0.94,1.14,1.06,6.68,0.03,15.52,,
SFG,Commercial Services & Supplies,47100,50610,NA,NA,NA,2.05,1.2,2.17,-8.85,0.01,17.97,,
SLK,Consumer Services,194600,200170,23.09,16.93,NA,1.78,3.24,1.85,11.79,0.08,18.54,,
SES,Materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
SDM,Capital Goods,165750,73090,42.94,10.43,-0.04,0.51,1.01,0.23,3.32,0.49,11.23,,
SEK,Commercial Services & Supplies,5650000,6190000,21.55,22.93,1.64,7.17,4.98,7.91,20.07,1.19,43.79,,
SEG,Materials,8220,7290,NA,NA,NA,294.38,1.33,267.5,-5.3,0,NA,,
SLT,Energy,75800,75040,NA,NA,NA,2090.7,77.77,2069.45,-163.06,0,NA,,
SHV,"Food, Beverage & Tobacco",689360,739850,20.19,13.4,-9.46,3.25,2.33,3.93,23.46,0.05,38.9,,
SEN,Technology Hardware & Equipment,123960,119340,28.75,NA,NA,8.65,11.5,8.33,33.56,0.01,NA,,
SXY,Energy,390880,373490,NA,NA,NA,2.56,0.96,2.38,-9.48,0.07,NA,,
SRV,Real Estate,562050,484020,18.42,13.93,3.38,2.31,2.46,1.98,10.28,1.12,2.47,,
SSM,Capital Goods,115920,140150,18.75,NA,NA,0.32,0.65,0.38,8.99,0.03,11.22,,
SVW,Capital Goods,1990000,3120000,50.83,9.72,6.89,0.73,0.71,1.14,61.48,1.15,43.2,,
SWM,Media,1180000,2210000,NA,8.46,-0.6,0.64,0.73,1.22,5.47,0.22,66.42,,
SWL,Capital Goods,101810,71890,11.72,6.82,0.9,0.37,1.58,0.25,4.19,0.41,7.6,,
SGF,Commercial Services & Supplies,572750,554310,11.13,13.11,NA,2.84,4.11,2.74,6.51,0.28,28.91,,
SRR,Materials,12670,20460,NA,NA,NA,64.52,4.67,104.39,-4.48,0,243.18,,
SFX,Materials,60480,54500,NA,NA,NA,NA,1.91,NA,-27.44,0.04,NA,,
SHU,Consumer Durables & Apparel,50340,72780,9.3,NA,NA,0.65,0.53,0.94,8.39,0.37,72.55,,
SHJ,Consumer Services,479270,5.00E+05,18.66,13.9,1.14,3.65,2.96,3.79,13.5,0.06,12.18,,
SCP,Real Estate,1460000,2040000,8.36,16.46,7.85,8,1.18,12.26,NA,0.01,60.98,,
SHH,Materials,2990,1550,NA,NA,NA,0.49,0.37,0.18,234.89,0.02,0.08,,
SBU,Materials,18890,17230,NA,NA,NA,778.47,4.69,749.15,8.36,0.01,0.04,,
SSL,Real Estate,36910,26390,45.64,NA,NA,4.15,0.61,2.97,9.67,1.31,NA,,
SIP,Health Care Equipment & Services,884180,884820,16.88,13.5,3.9,0.28,1.55,0.28,10.54,0.03,0.11,,
SIH,Materials,13510,13680,NA,NA,NA,NA,0.6,NA,-3.65,0,1.49,,
SLX,Semiconductors & Semiconductor Equipment,86940,21530,NA,NA,-0.12,2.93,0.95,0.76,12.36,0.38,NA,,
SIV,Capital Goods,266510,399930,19.11,14.86,1.02,1.64,3.61,2.55,3.73,0.11,189.79,,
SCI,Materials,2330,144.66,NA,NA,NA,13.26,0.33,0.83,-0.25,0.02,NA,,
SLR,Materials,85540,97080,NA,4.25,-0.15,0.39,0.33,0.44,90.3,0.03,8.12,,
SVL,Materials,2080,1270,NA,NA,NA,3.63,0.25,3.15,-1.92,0,NA,,
SVA,Health Care Equipment & Services,40150,38080,NA,NA,NA,58.66,8.15,53.29,-4.08,0.06,NA,,
SIO,Consumer Durables & Apparel,215010,213120,NA,8.88,0.3,0.37,14.79,0.38,-25.96,0.08,13.87,,
SGM,Materials,2270000,2180000,NA,15.83,1.16,0.33,1.12,0.31,12.82,0.63,0.84,,
SEH,Energy,274650,219390,155,7.75,0.03,NA,2.35,NA,-42.77,0.02,6.31,,
SNV,Materials,1290,446,NA,NA,NA,3,0.67,1.44,NA,0,NA,,
SRI,Materials,53600,49500,NA,NA,NA,442,82,438.41,-14.52,0,NA,,
SIR,Materials,1540000,1340000,NA,124.67,NA,NA,2.87,NA,-68.93,0.6,NA,,
SRX,Pharmaceuticals & Biotechnology,1640000,1450000,55.63,32.27,1.5,10.4,13.17,9.61,36.87,0.98,NA,,
SIT,Consumer Services,174060,175290,NA,NA,NA,5.77,7.5,5.8,-129.11,0,10.92,,
SAM,Diversified Financials,NA,43770,0.53,NA,NA,0.12,0.06,11.63,126.2,0.41,676.2,,
SKE,Commercial Services & Supplies,351220,573180,8.08,8.31,-0.78,0.18,0.73,0.29,6.45,0.06,48.91,,
SKT,Media,2260000,2540000,17.31,12.61,90.2,3.29,2.35,3.72,9.29,0.08,29.5,,
SKC,Consumer Services,2350000,2830000,35.84,16.2,1.22,3.86,4.18,4.65,15.48,0.08,93.69,,
SKB,Consumer Services,95350,68410,4.28,NA,NA,3.49,11.21,3.8,16.97,0.01,140.21,,
SKF,Software & Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
SGH,Consumer Services,2190000,1460000,18.01,10.78,0.72,2.68,2.76,3.03,12.56,0.19,38.14,,
SPZ,Technology Hardware & Equipment,26870,24540,NA,NA,NA,1.68,2.36,1.14,-3.09,0.03,1.35,,
SIQ,Commercial Services & Supplies,194950,188880,NA,9.89,0.3,2.61,2.91,2.58,9.61,0.27,33.22,,
SMP,Telecommunication Services,28340,50720,16.5,NA,NA,1.68,3.54,2.92,7.07,0.02,241.32,,
SMA,Software & Services,71340,66360,NA,0.21,NA,21.12,36,21.18,67.73,0,NA,,
SOP,Materials,1400,-3990,NA,NA,NA,5.71,0.05,-16.24,12.94,0.05,NA,,
SMX,Software & Services,226270,229110,15,12.11,0.78,0.66,1.74,0.68,8.64,0.08,6.3,,
SOI,"Food, Beverage & Tobacco",1980,2060,NA,NA,NA,14.75,1,15.29,-2.44,0,4.78,,
SOM,Health Care Equipment & Services,125810,114540,95,41.17,NA,4.44,6.13,4.07,185.08,0.18,NA,,
SHL,Health Care Equipment & Services,7880000,10030000,20.74,16.9,2.34,1.94,2.46,2.49,14.04,0.48,67.16,,
SFZ,Materials,NA,18310,NA,NA,NA,0.03,0.14,0.6,-2.16,0,323.16,,
SAY,Materials,1990,2040,NA,NA,NA,127.66,NA,163.52,-3.36,0,NA,,
SPB,Energy,10720,1970,NA,NA,NA,219.43,NA,42.94,-2.11,0,NA,,
S32,Materials,11390000,5250000,22.77,14.27,0.41,0.09,0.06,0.5,2.29,1.02,27.02,,
SXE,Capital Goods,45880,13810,8.29,7.25,-1.09,0.19,0.46,0.06,0.9,0.21,1.69,,
SXX,Materials,2150,2070,NA,NA,NA,2.13,0.5,2.04,NA,0,46.54,,
SXL,Media,761120,1310000,NA,10.1,NA,1.16,0.57,2.12,8.16,0.11,51.84,,
SWR,Materials,1940,-14.37,NA,NA,NA,NA,0.47,NA,NA,0.03,NA,,
SAU,Materials,5750,5760,NA,NA,NA,NA,0.31,-19.74,-2.39,0,14.14,,
SUH,Materials,2240,1810,NA,NA,NA,NA,0.12,NA,-0.72,0,NA,,
SOC,Materials,NA,21.22,NA,NA,NA,3.7,0.06,0.13,-0.01,0,7.88,,
SVM,Materials,7790,6340,NA,NA,NA,244.87,1.04,199.2,-1.5,0.01,NA,,
SKI,Utilities,2800000,3660000,20.99,19.1,-1.84,9.65,1.51,12.68,13.19,0.09,50.17,,
SFH,Retailing,118230,110470,55.91,15.38,19.9,0.15,1.49,0.14,3.63,0.08,20.96,,
SPX,Materials,2120,1650,NA,NA,NA,45.81,0.4,35.58,-1.83,0,NA,,
SDA,Telecommunication Services,350890,355700,NA,19.47,0.46,2.97,12.23,3.02,18.11,NA,NA,,
SPH,Materials,676630,792390,NA,NA,NA,NA,NA,NA,-30.21,0.01,NA,,
SPI,Materials,2300,-853.2,NA,NA,NA,18.67,0.69,-6.94,0.77,0.01,NA,,
SFI,Software & Services,51570,43410,NA,NA,NA,NA,5.73,NA,-59.53,0,NA,,
SPO,Commercial Services & Supplies,2360000,3030000,67.19,14.33,1.11,0.87,3.02,1.13,13.83,0.07,83.07,,
SFL,Diversified Financials,48880,44710,16.8,NA,NA,5.14,4.33,5.08,14.45,0.01,NA,,
SIX,Automobiles & Components,3110,2920,NA,NA,NA,3.78,1,4.78,-0.63,0,57.94,,
STS,Capital Goods,40920,27340,162.5,NA,NA,0.22,0.53,0.14,2.32,0.41,16.02,,
SBM,Materials,215370,545550,NA,2.9,-0.11,0.41,3.03,1.01,2.07,0.14,535.97,,
SGQ,Materials,13420,8520,NA,NA,NA,347.55,9.09,264.64,NA,0.01,NA,,
SFN,Diversified Financials,2080,1600,NA,NA,NA,11.14,NA,17.16,NA,0.13,NA,,
SMR,Energy,12240,-4150,NA,NA,NA,13.39,0.17,-4.43,1.59,0.08,NA,,
SPL,Pharmaceuticals & Biotechnology,232970,209630,NA,NA,NA,181.61,4.93,165.71,-12.73,0.12,0.13,,
SVY,Materials,40630,29110,NA,NA,NA,1495.58,3.88,1418.24,NA,0.02,NA,,
SDF,Insurance,1140000,815460,25.5,13.91,2.04,3.41,1.46,3.66,14.14,0.11,22.82,,
SST,Capital Goods,868230,868220,NA,NA,NA,NA,NA,NA,NA,NA,91.39,,
SRZ,Materials,12010,8590,NA,NA,NA,117.88,0.65,84.27,-8.52,0.01,NA,,
SBI,"Food, Beverage & Tobacco",1370,-5810,NA,NA,NA,1.38,NA,-5.86,0.9,0.11,NA,,
SGP,Real Estate,9930000,12850000,14.27,15.04,2.11,4.67,1.16,6.05,18.98,0.22,37.81,,
SKS,Capital Goods,14280,16550,NA,NA,NA,0.9,7.66,1.04,-63.95,0.02,156.97,,
SHK,Materials,1400,29480,NA,NA,NA,32.5,NA,682.75,-3.88,0,NA,,
SHE,Energy,43220,44820,NA,NA,NA,14541.7,5.3,14510.94,-32.93,0,NA,,
SWJ,Materials,5290,10970,NA,NA,NA,NA,0.91,-3.42,-95.81,0,195.12,,
SRQ,Materials,12180,166590,0.24,NA,NA,0.07,NA,0.87,4.56,0.01,NA,,
STA,Materials,4400,3700,NA,NA,NA,248.42,0.14,213.31,-3.58,0,NA,,
SXA,Energy,17220,15920,NA,NA,NA,17.46,0.68,16.14,-15.29,0.01,1.06,,
SOR,Diversified Financials,21730,12490,NA,NA,NA,NA,14.5,-161.68,-16.01,0.01,NA,,
SER,Energy,24050,18300,NA,NA,NA,9.84,1.64,7.18,10.81,0,NA,,
SMC,Materials,23100,22970,NA,NA,NA,389.29,1,416.87,-23.25,0,NA,,
SXT,Materials,2130,2580,NA,NA,NA,244.96,NA,560.17,-3.9,0,NA,,
SGO,Software & Services,19170,23330,NA,NA,NA,0.64,2.28,0.83,-2.6,0.01,84.32,,
STX,Energy,112500,114640,NA,NA,NA,31.35,3.21,31.95,33.18,0.01,17.36,,
SRK,Materials,5810,-3410,NA,NA,NA,12.09,0.76,-6.75,-0.08,0.07,NA,,
SMN,Technology Hardware & Equipment,38060,37260,NA,NA,NA,662.56,190,691.24,NA,0,NA,,
SGN,Media,215950,447620,4.77,4.42,1.62,0.48,0.47,0.98,5.19,0.05,43.21,,
SYP,Capital Goods,4900,5120,NA,NA,NA,79.55,4.5,63.8,-82.36,0,NA,,
SGU,Consumer Services,66550,78160,NA,NA,NA,85534.32,NA,100464.92,-126.82,0,NA,,
SUD,Pharmaceuticals & Biotechnology,28400,28350,NA,NA,NA,4.38,1.79,5.04,-7.9,0,12.06,,
SUM,Materials,19260,32510,NA,NA,NA,NA,0.55,NA,-11.9,0.05,73.31,,
SNZ,Health Care Equipment & Services,688450,1180000,17.15,22.79,NA,17.12,2.78,29.35,166.77,0.02,200.29,,
SMM,Energy,43600,42310,NA,NA,NA,409.97,0.9,388.2,NA,0.01,NA,,
SBN,Health Care Equipment & Services,4740,2440,NA,NA,NA,126.42,2.5,74.66,NA,0,NA,,
SUR,Energy,7690,5050,NA,NA,NA,12.28,0.4,9.81,-2.3,0,NA,,
SNY,Energy,19820,18920,NA,NA,NA,NA,3,NA,-2.55,0.03,94.69,,
SBB,Retailing,26420,223.81,3.11,2.8,NA,0.32,0.49,0,0.02,0.06,7.34,,
SUN,Insurance,16810000,30100000,20.79,12.53,1.54,1.02,1.25,1.82,7.92,2.93,122.9,,
SEA,Energy,285660,378340,17.93,26,-4.51,1.86,0.68,2.37,3.05,0.13,29.64,,
SDL,Materials,71540,113390,NA,NA,NA,89.25,0.27,155.98,-7.01,0.01,32.23,,
SDG,Real Estate,323330,422060,22.69,12.1,0.64,1.4,0.93,1.82,14.3,0.06,32.45,,
SUL,Retailing,1970000,2470000,24.7,15.84,1.86,0.9,2.56,1.13,12.71,0.36,53.7,,
SPQ,Materials,2280,888.88,NA,NA,NA,NA,0.41,-594.17,-1.93,0,NA,,
SNL,Retailing,78260,68710,11.29,12,-14.61,0.81,2.75,0.83,7.25,0.1,17.66,,
SRF,Retailing,411260,327730,NA,57.33,NA,2.37,2.58,2.13,-156.06,0.17,NA,,
SWE,Energy,11880,12460,NA,NA,NA,NA,0.81,NA,-1.17,0.02,6.85,,
SWK,Capital Goods,23180,42080,14,14,0.82,0.19,0.22,0.34,2.3,0.03,20.26,,
SWW,Energy,53140,2520,NA,NA,NA,NA,50,NA,NA,0,NA,,
SYD,Transportation,11880000,18860000,198.52,NA,NA,10.21,7.82,16.21,19.89,0.22,496.55,,
SMD,Materials,8610,5810,NA,NA,NA,10.12,0.58,9.31,-12.11,0,0.02,,
SYS,Energy,NA,1070,NA,NA,NA,470.42,NA,862.58,-3.21,0,NA,,
SYR,Materials,624540,656360,NA,NA,-9.08,1170.67,10.31,1268.68,-97.98,0.1,NA,,
TAH,Consumer Services,3980000,4920000,20.69,20.87,2.43,1.73,2.36,2.34,10.44,0.15,81.28,,
TAG,Diversified Financials,6560,7830,NA,NA,NA,0.13,0.46,0.15,-1.79,0.04,35.66,,
TLG,Materials,57420,47140,NA,NA,NA,959.39,13.55,864.19,-10.69,0.02,NA,,
TLM,Materials,23020,8860,NA,NA,NA,NA,0.56,NA,-4.05,0.11,NA,,
TPD,Energy,4540,1830,NA,NA,NA,4.94,1.36,2.94,-1.19,0.01,NA,,
TMK,Energy,2140,576.84,NA,NA,NA,10.57,0.37,2.85,-0.36,0,NA,,
TWD,Consumer Durables & Apparel,88690,82400,13.82,NA,NA,0.96,11.17,0.9,8.58,0.11,NA,,
TAM,Materials,29380,38700,NA,NA,NA,25.75,2.78,33.92,-3.83,0,101.2,,
TAN,"Food, Beverage & Tobacco",149800,111650,NA,38,NA,1.07,0.7,1.56,61.08,0,31.81,,
TRL,Materials,7490,5830,NA,NA,NA,NA,2.7,NA,-12.59,0,NA,,
TAP,Energy,85150,137770,NA,7,-1.71,3.3,0.81,5.19,22.68,0.06,59.64,,
TEX,Energy,2000,9770,NA,NA,NA,0.56,0.15,2.74,97.34,0,56.51,,
TAR,Materials,2240,1440,NA,NA,NA,230.33,0.22,182.12,-2.38,0,NA,,
TAS,Materials,4680,3590,NA,NA,NA,1.59,0.21,1.33,-1.7,0,NA,,
TMM,Materials,23640,19990,3.44,NA,NA,0.47,0.48,0.4,1.72,0.21,NA,,
TGR,"Food, Beverage & Tobacco",492100,544470,10.12,10.81,0.93,1.76,1.35,1.94,5.82,0.1,20.89,,
TTS,Consumer Services,5650000,6590000,25.46,20.37,3.31,1.93,1.9,2.28,13.43,0.34,37.22,,
TAW,Materials,7380,4570,NA,NA,NA,129.08,1,66.69,-1.9,0,NA,,
TCN,Diversified Financials,17620,14890,7.18,7.9,NA,1.95,1.18,1.64,6.08,0.01,NA,,
TNE,Software & Services,1130000,1150000,36.97,28.15,2.24,5.9,11.04,5.89,25.68,0.26,3.45,,
TPC,Telecommunication Services,9250,2530,5.09,NA,NA,0.65,1.52,0.17,-0.62,0.61,NA,,
TLS,Telecommunication Services,73350000,89830000,15.98,16.24,2.67,2.91,5.55,3.53,9.2,0.14,114.46,,
TGG,Diversified Financials,274600,287670,62.73,NA,NA,30.38,1,31.83,NA,0.03,NA,,
TPP,Commercial Services & Supplies,9580,10810,NA,NA,NA,0.68,1.56,0.68,-5.87,0.01,8.45,,
TEN,Media,651090,683980,NA,NA,0.33,0.98,1.34,1.11,-8.03,0.01,26.76,,
TGZ,Materials,266360,232730,9.44,5.81,0.02,1.03,0.52,0.9,2.14,0.11,NA,,
TMX,Materials,2440,1500,NA,NA,NA,62.32,1.4,38.37,-0.36,0,NA,,
TZN,Materials,219690,219820,NA,NA,NA,12477.23,20,12930.68,-41.9,0,131.28,,
TFC,Materials,568950,744300,4.02,24.86,-1.91,2.85,0.99,3.94,7.79,0.2,42.62,,
A2M,"Food, Beverage & Tobacco",343230,302880,NA,NA,NA,3.54,8.08,3.09,98.84,0.01,NA,,
CJC,Materials,1390,813.92,NA,NA,NA,NA,0.2,NA,-0.75,0,NA,,
CGL,Commercial Services & Supplies,166790,131100,36.06,15,NA,2.9,3.59,2.28,24.98,0.78,2.5,,
PGR,Retailing,72450,64410,NA,6.62,NA,0.3,0.58,0.27,2.91,0.07,NA,,
TRS,Retailing,192110,181540,18.5,13.06,2.07,0.26,1.37,0.25,5.17,0.68,5.73,,
WCC,Energy,11280,149010,NA,NA,NA,57.22,NA,755.98,NA,0,NA,,
TNK,Consumer Services,38210,42770,NA,7.42,-0.05,2.24,2.97,2.47,-5.62,NA,NA,,
TSM,Diversified Financials,34160,11890,2.54,NA,NA,2.11,0.86,0.52,2.06,0.25,NA,,
THO,Capital Goods,1150,-1190,NA,NA,NA,0.01,0.62,-0.01,0.19,0.02,21.4,,
TMZ,Materials,1460,812.85,NA,NA,NA,6.55,0.51,4.05,-2.62,0.01,NA,,
THR,Materials,3050,7160,NA,NA,NA,NA,0.4,NA,-6.68,0,6.71,,
TGA,Retailing,426770,540980,13.89,10.85,1.1,1.4,2.17,1.84,6.46,0.09,75.98,,
TOP,Not Applic,76640,6400,32.5,NA,NA,15.4,0.96,1.25,NA,0.46,4.26,,
THX,Materials,33530,25980,NA,NA,NA,500.92,4.58,371.03,-7.14,0.02,NA,,
TPO,Materials,31840,NA,NA,NA,NA,NA,11.05,NA,NA,0,2051.6,,
TCM,Energy,NA,314.37,NA,NA,NA,3.13,1,2.89,-0.08,0,NA,,
TGS,Materials,98340,252640,28.67,4.3,NA,0.7,0.66,1.76,7.08,0.02,111.24,,
TIG,Materials,83310,69700,NA,NA,-0.31,6393.75,0.62,5361.72,-10.62,0.02,6.4,,
TPR,Materials,3140,-633.43,0.48,NA,NA,6.32,0.31,-4.64,0.01,0.06,NA,,
TIS,Pharmaceuticals & Biotechnology,11810,9300,NA,NA,73.5,NA,0.98,NA,-1.04,0.01,NA,,
TTE,Energy,20890,16590,NA,NA,NA,21.2,4,20.96,-2.5,0,34.75,,
TTN,Energy,7530,17360,NA,0.64,-2.67,0.05,0.11,0.2,1.36,0.05,34.23,,
TOU,Energy,22160,16340,30,NA,28.3,114.33,0.47,84.31,-7.47,0.04,NA,,
TNG,Materials,117910,101680,NA,NA,NA,1630.22,4.29,1481.02,-29.93,0.01,NA,,
TND,Energy,3960,1980,NA,NA,NA,9.18,2.5,9.17,-0.87,0,NA,,
TNR,Materials,11310,3740,NA,NA,NA,NA,NA,NA,-8.61,0,NA,,
